Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db4838,DB07468,"-7,7",-9,"-8,32",CC1=C2C(=CC=C1)N=C1N(CC[C@@]1(O)C2=O)C1=CC=CC=C1,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one"
db4839,DB07469,"-7,9","-8,9","-8,39",CC1=CC=C2C(=C1)N=C1N(CC[C@@]1(O)C2=O)C1=CC=CC=C1,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one"
db4840,DB07470,"-6,8","-8,5","-7,60",O[C@@]12CCN(C1=NC1=C(C=CC=C1)C2=O)C1=CC=CC=C1,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one"
db4841,DB07471,"-8,5","-9,4","-8,94",[H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl,"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE"
db4842,DB07472,-6,"-9,9","-7,71",CC1=CC(=CC=C1)[C@]12SCCN1C(=O)C1=CC=CC=C21,"(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE"
db4843,DB07473,"-6,6",-9,"-7,71",COC(=O)[C@@H]1CS[C@]2(N1C(=O)C1=CC=CC=C21)C1=CC=CC=C1,"(R)-(+) 5(9BH)-OXO-9B-PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-3-CARBOXYLIC ACID METHYL ESTER"
db4845,DB07477,"-9,3","-8,5","-8,89",OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,Felbinac
db4846,DB07478,"-7,9","-8,3","-8,10",OC1=C(O)C=C(C=C1)C1=CC=CC=C1,"1,1'-BIPHENYL-3,4-DIOL"
db4847,DB07479,"-8,3","-8,5","-8,40",[H][C@@]1(O)CC2=C(C=CC3=C2C2=C(C=CC=C2)C=C3)[C@@]([H])(O)[C@]1([H])O,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL"
db4848,DB07480,"-9,1","-7,1","-8,04",OP(O)(=O)OC1=CC=C(CC2=CC=C(OP(O)(O)=O)C=C2)C=C1,4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN
db4849,DB07481,-8,"-7,8","-7,90",CC(C)(C)OC(=O)NCC1=CNC2=C1C(=O)NC(N)=N2,"tert-butyl [(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate"
db4850,DB07483,"-7,8","-8,1","-7,95",O[S@@](=O)C1=CC=CC=C1C1=CC=CC=C1,"1,1'-BIPHENYL-2-SULFINIC ACID"
db4851,DB07484,"-8,5","-7,2","-7,82",[H][C@@](CC1=CC=CC=C1)(CC(O)(O)C[N+]([O-])=O)C(O)=O,"(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid"
db4852,DB07485,"-6,6","-8,7","-7,58",OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(O)C=C1,"4,4'-cyclohexane-1,1-diyldiphenol"
db4853,DB07486,"-8,9","-8,4","-8,65",NC1=CC=CC(SC2=CC=C(\C=C\C(=O)N3CCOCC3)C(=C2C(F)(F)F)C(F)(F)F)=C1,"3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline"
db4854,DB07487,"-9,3","-7,9","-8,57",[H][C@@]1(C[P@@]([H])([O-])=O)CCC2=CC(C)=CC=C2O1,"(6-METHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL)METHYLPHOSPHINATE"
db4855,DB07488,"-8,9","-7,4","-8,12",COC1=CC=C(C=C1)\N=C1\NC(N)=C(S1)C(=O)C1=CC=C(OC)C=C1,"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE"
db4856,DB07489,-9,-8,"-8,49",[H]N([H])C1=C(SC(N([H])C2=CC(Cl)=CC=C2)=[N+]1[H])C(=O)C1=CC=C(F)C=C1,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium"
db4857,DB07490,"-9,3",-9,"-9,15",[H][C@@](C)(C1=CC=C(Cl)C=C1)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,"2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL"
db4860,DB07493,"-7,8","-9,6","-8,65",BrC1=CC2=C(NC(=O)\C2=C2/NC3=C(C=CC=C3)C2=O)C=C1,"(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE"
db4865,DB07500,"-8,7","-7,9","-8,29",COC1=CC(O)=C(C=C1CC=C(C)C)C(=O)\C=C\C1=CC=C(O)C=C1,(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one
db4866,DB07501,"-7,1","-8,4","-7,72",[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1,(2S)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol
db4867,DB07503,"-8,8","-8,5","-8,65",FC1(F)OC2=C(O1)C=C(\C=C1/SC(=O)NC1=O)C=C2,"(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE"
db4868,DB07504,"-7,9","-8,4","-8,15",[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1,(2R)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol
db4869,DB07505,-7,"-8,3","-7,62",[H][C@]1(COCC2=CC=CC=C2)CNC[C@]1([H])CN(CC(C)C)S(=O)(=O)C1=CC=CC=C1,"N-({(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-N-(2-methylpropyl)benzenesulfonamide"
db4870,DB07506,"-8,4","-7,3","-7,83",[H][C@](CC(O)=O)(CC1=CC=CC=C1)C(O)=O,L-BENZYLSUCCINIC ACID
db4871,DB07507,"-10,2","-10,4","-10,30",CC1=C2C(=O)N(C(=O)C2=CC=C1)C1=CC(=CC=C1O)C1=CC=CC=C1,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione"
db4872,DB07508,-9,"-8,9","-8,95",CN1C(CC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(NS(=O)(=O)C1=CC=CC=C1)=C2,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE
db4873,DB07510,"-8,9","-8,2","-8,54",OC(=O)C(\O)=C(\F)/C=C/C(=O)C1=CC=C(F)C=C1,"3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid"
db4874,DB07511,"-7,1","-8,7","-7,86",CC1=C2C(=O)N(C(=O)C2=CC=C1)C1=CC=C(C=C1)C#N,"4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile"
db4875,DB07512,"-8,7","-8,7","-8,70",ClC1=CC=CC(COC2=CC=C3C(OC(=O)C=C3C=O)=C2)=C1,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE
db4876,DB07513,"-8,5","-8,2","-8,35",CNCC1=CC(=O)OC2=C1C=CC(OCC1=CC=CC(Cl)=C1)=C2,7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE
db4877,DB07514,"-8,4","-8,1","-8,25",CC1=C(C(=O)N(C=C1)C1=CC=C2C(NCC2(C)C)=C1)C1=CC2=CN=C(N)N=C2C=C1,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one"
db4878,DB07516,"-8,2","-7,6","-7,89",OC(=O)C(\O)=C(\Cl)/C=C/C(=O)C1=CC=CC=C1,"(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid"
db4879,DB07517,"-8,7","-7,8","-8,24",CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC
db4881,DB07519,"-9,8","-9,1","-9,44",COC1=CC(=CC=C1)C1=CC(CC[C@]2(C)CC(=O)N(C)C(N)=N2)=CC=C1,"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one"
db4882,DB07520,"-7,9","-8,5","-8,19",[H][C@@](CS(=O)(=O)N1CCOCC1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE"
db4883,DB07522,"-9,3","-8,2","-8,73",[H][C@](N)(CC1=CC=CC=C1)[C@]([H])(O)CNS(=O)(=O)C1=CC=C2C=CC=CC2=C1,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE"
db4884,DB07524,"-9,2","-7,8","-8,47",N(C1=CNC2=NC=CC=C12)C1=CC=CC=C1,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine"
db4885,DB07525,"-8,8","-8,4","-8,60",COC1=CC=CC(CC2=CNC3=C2C=CC=N3)=C1,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine"
db4886,DB07526,"-7,4","-7,7","-7,55",CN(C)C1=C2C=CC=C(C2=CC=C1)S(=O)(=O)NCCCCNC(=O)CCS,N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE
db4887,DB07527,"-8,6","-8,2","-8,40",[H][C@](N)(CC1=CC=CC=C1)[C@]([H])(O)CNS(=O)(=O)C1=C(C)C=C(OC)C(C)=C1C,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE"
db4888,DB07528,"-7,7","-9,1","-8,37",CC1=C(C2=CC3=C(C=C2)N=C(N)N=C3)C(=O)N(C=C1)C1=CC(=CC=C1)C(F)(F)F,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one
db4890,DB07530,"-7,6","-8,3","-7,94",[H][C@]1(CC[C@](C)(CCC#CC(O)(C(F)(F)F)C(F)(F)F)C1(C)C)\C=C\C=C1C[C@](O)([H])C[C@@](O)([H])C1,"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol"
db4893,DB07533,"-7,6","-7,6","-7,60",CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=N)NC1=O,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE"
db4895,DB07535,-9,"-8,7","-8,85",NC1=NC(CCC2=CC3=C(C=CN3)C=C2)=CC(=O)N1,2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one
db4897,DB07537,"-9,2","-8,9","-9,05",CC1=CC=C(C=C1C(=O)NC1=CN=C(N)C=C1)C(=O)NCCC1CCCC1,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide"
db4898,DB07538,"-7,5","-7,8","-7,65",NS(=O)(=O)C1=CC=C(C=C1C(F)(F)F)C1=CC=C(O1)\C=C1/SC(=N)NC1=O,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE"
db4899,DB07539,"-9,3","-8,2","-8,73",OC(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=N)NC1=O,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID"
db4900,DB07540,"-7,2",-8,"-7,59",C\C(C1=CC=C(O1)C1=CC=C(C=C1)S(N)(=O)=O)=C1\SC(=N)NC1=O,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE"
db4902,DB07543,"-8,1","-7,5","-7,79",[H][C@](O)(CNC(C)C)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol
db4903,DB07544,-9,"-8,9","-8,95",FC(F)(F)C1=CC=CC=C1S(=O)(=O)NNC(=O)C1=CC2=CC(Cl)=CC=C2O1,N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE
db4904,DB07545,"-10,6","-10,1","-10,35",FC(F)(F)C1=CC=CC(NC2=NC(NC3=CC(NC(=O)C4CC4)=CC=C3)=NC=C2)=C1,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE
db4905,DB07546,"-8,2","-8,1","-8,15",CC(C)NC1=CC2=C(C=NN2C2=NC(=CN=C2)N2C=CC(CC(O)=O)=C2)C=C1,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid
db4906,DB07547,"-7,1","-8,4","-7,72",CC1=CC=CC=C1S(=O)(=O)NC1=C(SC(=C1)C1=CC=C(C=C1)C#N)C(O)=O,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID
db4907,DB07548,-9,"-9,1","-9,05",CC1=CN=C(NCC(F)(F)C2=CC=CC=N2)C(=O)N1CC(=O)NCC1=C(F)C=CC=N1,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE"
db4908,DB07549,"-8,6","-9,5","-9,04",CC1=C[NH+]=C(NCC(F)(F)C2=[NH+]C=CC=C2)C(=O)N1CC(=O)NCC1=C(F)C(C)=CC=N1,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE"
db4909,DB07550,"-8,8","-9,6","-9,19",[O-][N+]1=CC=CC=C1C(F)(F)CNC1=NC=C(Cl)N(CC(=O)NCC2=C(F)C=CC=C2)C1=O,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE"
db4912,DB07553,-8,"-7,9","-7,95",FC(F)(F)C(=O)CCCCCCC(=O)NC1=CC=CC=C1,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE"
db4914,DB07557,-7,"-9,5","-8,15",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,"(5BETA)-PREGNANE-3,20-DIONE"
db4919,DB07563,-9,"-8,1","-8,54",CN1CCN(CC1)C1=CC=C(CC2=CC3=CN=C(CN)N=C3N2C2CCCCC2)C=C1,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine"
db4922,DB07567,"-7,5","-8,5","-7,98",[H][C@@]1(C)C2=CC(O)=CC=C2O[C@@]([H])(C2=CC=C(OCCN3CCCC3)C=C2)[C@@]1([H])C1=CC=C(O)C=C1,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL"
db4923,DB07568,"-8,7","-8,9","-8,80",[H][C@@](NS(=O)(=O)C1=CC=CC2=NSN=C12)(C(=O)NC1=CC=NC=C1)C1=CC=CC=C1,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE"
db4924,DB07570,"-6,6","-8,9","-7,66",OC(=O)C1=CC=C2C(=C1)N(CC(=O)N1CCOCC1)C(=C2C1CCCCC1)C1=CC=CC=C1,3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID
db4925,DB07571,"-8,1","-7,9","-8,00",[H][C@@](C)(O)[C@]([H])(CC1=CC=C(O)C=C1)NC(=O)[C@]([H])(CC(C)C)NC(=O)OCC1=CC=CC=C1,"N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE"
db4926,DB07572,"-8,1","-7,7","-7,90",CC1=CC=C(C=C1)S(=O)(=O)NCCCOC(=O)NC1=CC=NC=C1,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate
db4929,DB07575,"-7,6","-7,5","-7,55",[H][C@](N)(CC1=CC=CC=C1)C(O)[C@@]([H])(N)CC1=CC=CC=C1,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE"
db4930,DB07577,"-7,3",-8,"-7,64",CCC1=NC(N)=NC(N)=C1C1=CC=CC=C1,"6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE"
db4931,DB07578,"-9,2",-9,"-9,10",CC1=NC2=C(C=CN=C2)N1C1=CC=C(CN2C(=O)SC3=C2C=CC=C3)C=C1,"3-[4-(2-METHYL-IMIDAZO[4,5-C]PYRIDIN-1-YL)BENZYL]-3H-BENZOTHIAZOL-2-ONE"
db4933,DB07582,"-7,3","-7,9","-7,59",[H][C@](NC(=O)NC1CCCC1)(C(C)C)C(=O)N1CC[C@]([H])(NC(=O)C2CC2)[C@@]1([H])C1(CCC1)C=O,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE"
db4934,DB07583,"-9,2","-9,2","-9,20",[H][C@@]1(CNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C[C@]([H])(CN1)OCC1=CC=C(Cl)C=C1,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE"
db4935,DB07584,"-9,4","-8,5","-8,94",CC1=NN=C(N1)C1=CC=CC=C1NC1=NC=NC2=C1C=CN2,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine"
db4937,DB07586,"-8,8","-8,4","-8,60",CN(C)C(=O)C1=CC(=CC(NC(=O)C2=CC=C(C)C=C2)=C1)C1=CC=C(C=C1)C(=O)NO,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE"
db4938,DB07587,"-8,2","-8,8","-8,49",[H][C@@](CS(=O)(=O)C[C@]1([H])CCC(=O)N1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CC1)C#N,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE"
db4939,DB07588,"-8,3","-8,9","-8,59",OC(=O)C1=C(C2=CNC3=CC=CC=C23)C(=C(N1)C(O)=O)C1=CNC2=C1C=CC=C2,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID"
db4940,DB07589,"-7,6",-8,"-7,80",[H][C@@](CS(=O)(=O)CC1=CC=CC=C1)(N[C@@]([H])(C1=CC=C(O)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE"
db4943,DB07592,"-7,7","-7,8","-7,75",[H][C@@](CCCC)(NC(=O)O[C@]([H])(CC1=CC=CC=C1)C(C)C)C=O,(2R)-3-Methyl-1-phenyl-2-butanyl [(2S)-1-oxo-2-hexanyl]carbamate
db4944,DB07593,"-7,8","-8,5","-8,14",[H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE
db4945,DB07595,"-9,5","-8,5","-8,99",BrC1=CC=CC(=C1)C1=NC2=[N+](NC=C2)C(NCC2=CC=NC=C2)=C1,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE"
db4948,DB07598,"-8,1","-7,5","-7,79",[H][C@@]12CCCN1C(=O)C1=C(O2)C=C2OCCOC2=C1,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE"
db4949,DB07602,"-8,1","-8,1","-8,10",[H][C@](N)(CSCCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC1=CC=CC=C1)C(O)=O,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE
db4951,DB07605,"-8,7","-9,7","-9,19",[O-][N+]1=CC=CC2=C1C=C(S2)C(=O)N1CCN(CC1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE"
db4952,DB07607,"-7,8","-7,9","-7,85",C[S@@](=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC(I)=CC=C1)C1=CC=NC=C1,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE
db4953,DB07608,"-8,9","-9,5","-9,20",[H][C@@](CCN)(C(=O)NC1=CC=C2NN=C(NC(=O)C3=CC=CC=C3)C2=C1)C1=CC(Cl)=CC=C1,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide
db4955,DB07610,"-8,7","-7,4","-8,02",OC1=CC=C2C=CC=CC2=C1O,"NAPHTHALENE-1,2-DIOL"
db4958,DB07613,"-9,1",-8,"-8,53",N1C=CC(=N1)C1=CC(=NO1)C1=CC=CC=C1,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole
db4961,DB07616,"-8,3","-7,9","-8,10",CC1=CC(=CC=C1F)C1=CSC(NC2=CC=C(C(O)=O)C(O)=C2)=N1,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid"
db4963,DB07618,-8,"-9,6","-8,76",NCC1CCN(CC(=O)NC2=CC=CC3=C2C(=O)C2=C(NN=C32)C2CCCCC2)CC1,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE"
db4966,DB07622,"-7,9","-8,1","-8,00",CN1CCN(CC1)NC(=O)NC1=CC=CC2=C1C(=O)C1=C(NN=C21)C1=C(C)N=C(C)S1,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA"
db4970,DB07626,"-7,8","-7,7","-7,75",CCOC1=C(NC(=O)C2=CC(C)=C(OCCN)C(C)=C2)C=C(C=C1Cl)N1CCCCC1,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide"
db4971,DB07627,"-8,3","-7,7","-7,99",[H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE
db4972,DB07628,"-7,6","-8,9","-8,22",CN1C2=C(SC(C)=C2)C2=C1C(=O)N(CC1=CC=CC=C1F)N=C2,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one"
db4973,DB07629,"-8,4","-7,9","-8,15",[H][C@@]1(CCCC[C@@]1([H])NC(=O)C1=NC2=C(CN(C)CC2)S1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
db4974,DB07630,"-8,4","-8,4","-8,40",[H][C@]1(CCCC[C@@]1([H])NC(=O)C1=NC2=C(CN(C)CC2)S1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
db4979,DB07635,"-9,7","-7,7","-8,64",OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,bis(4-hydroxyphenyl)methanone
